Loc1Key,Loc1Lat,Loc1Lon,BestCMI,BestKey,BestLat,BestLon
65850,-39.925,175.325,0.819352,26771,45.3,4.8
65851,-39.925,175.375,0.829754,27686,48.3,-4.3
65852,-39.925,175.425,0.81742,27686,48.3,-4.3
65853,-39.925,175.475,0.831646,27686,48.3,-4.3
65854,-39.925,175.525,0.837078,26916,47.8,5.8
65855,-39.925,175.575,0.846672,26916,47.8,5.8
65856,-39.925,175.625,0.849546,26916,47.8,5.8
65857,-39.925,175.675,0.8502,26916,47.8,5.8
65858,-39.925,175.725,0.844424,26916,47.8,5.8
65859,-39.925,175.775,0.842453,26916,47.8,5.8
65860,-39.925,175.825,0.852388,27686,48.3,-4.3
65861,-39.925,175.875,0.842168,27686,48.3,-4.3
65862,-39.925,175.925,0.853573,27016,51.8,-4.3
65863,-39.925,175.975,0.830813,27016,51.8,-4.3
65864,-39.925,176.025,0.772932,,,
65865,-39.925,176.075,0.796596,,,
65866,-39.925,176.125,0.798603,,,
65867,-39.925,176.175,0.755667,27016,51.8,-4.3
65868,-39.925,176.225,0.78632,27016,51.8,-4.3
65869,-39.925,176.275,0.836814,28589,53.3,-4.3
65870,-39.925,176.325,0.834906,27686,48.3,-4.3
65871,-39.925,176.375,0.83833,26771,45.3,4.8
65872,-39.925,176.425,0.843236,28099,50.8,-2.8
65873,-39.925,176.475,0.852753,27190,47.3,-1.3
65874,-39.925,176.525,0.860074,27190,47.3,-1.3
65875,-39.925,176.575,0.874868,27190,47.3,-1.3
65876,-39.925,176.625,0.873551,27190,47.3,-1.3
65877,-39.925,176.675,0.873994,27190,47.3,-1.3
65878,-39.925,176.725,0.829471,27190,47.3,-1.3
65879,-39.925,176.775,0.862748,27686,48.3,-4.3
